0	1800
1	1800
2	1800
3	1800
4	1800
5	1800
6	1800
7	1800
8	1800
9	1800
10	1800
11	1800
12	1800
13	1800
14	1800
15	1800
16	1800
17	1800
18	1800
19	1800
20	1800
21	1800
22	1800
23	1800
24	1800
25	1800
26	1800
27	1800
28	1800
29	1800
30	1800
31	1800
32	1800
33	1800
34	1800
35	1800
36	1800
37	1800
38	1800
39	1800
40	1800
41	1800
42	1800
43	1800
44	1800
45	1800
46	1800
47	1800
48	1800
49	1800
50	1800
51	1800
52	1800
53	1800
54	1800
55	1800
56	1800
57	1800
58	1800
59	1800
60	1800
61	1800
62	1800
63	1800
64	1800
65	1800
66	1800
67	1800
68	1800
69	1800
70	1800
71	1800
72	1800
73	1800
74	1800
75	1800
76	1800
77	1800
78	1800
79	1800
80	1800
81	1800
82	1800
83	1800
84	1800
85	1800
86	1800
87	1800
88	1800
89	1800
90	1800
91	1800
92	1800
93	1800
94	1800
95	1800
96	1800
97	1800
98	1800
99	1800
100	1800
101	1800
102	1800
103	1800
104	1800
105	1800
106	1800
107	1800
108	1800
109	1800
110	1800
111	1800
112	1800
113	1800
114	1800
115	1800
116	1800
117	1800
118	1800
119	1800
120	1800
121	1800
122	1800
123	1800
124	1800
125	1800
126	1800
127	1800
128	1800
129	1800
130	1800
131	1800
132	1800
133	1800
134	1800
135	1800
136	1800
137	1800
138	1800
139	1800
140	1800
141	1800
142	1800
143	1800
144	1800
145	1800
146	1800
147	1800
148	1800
149	1800
150	1800
151	1800
152	1800
153	1800
154	1800
155	1800
156	1800
157	1800
158	1800
159	1800
160	1800
161	1800
162	1800
163	1800
164	1800
165	1800
166	1800
167	1800
168	1800
169	1800
170	1800
171	1800
172	1800
173	1800
174	1800
175	1800
176	1800
177	1800
178	1800
179	1800
180	1800
181	1800
182	1800
183	1800
184	1800
185	1800
186	1800
187	1800
188	1800
189	1800
190	1800
191	1800
192	1800
193	1800
194	1800
195	1800
196	1800
197	1800
198	1800
199	1800
200	1800
201	1800
202	1800
203	1800
204	1800
205	1800
206	1800
207	1800
208	1800
209	1800
210	1800
211	1800
212	1800
213	1800
214	1800
215	1800
216	1800
217	1800
218	1800
219	1800
220	1800
221	1800
222	1800
223	1800
224	1800
225	1800
226	1800
227	1800
228	1800
229	1800
230	1800
231	1800
232	1800
233	1800
234	1800
235	1800
236	1800
237	1800
238	1800
239	1800
240	1800
241	1800
242	1800
243	1800
244	1800
245	1800
246	1800
247	1800
248	1800
249	1800
250	1800
251	1800
252	1800
253	1800
254	1800
255	1800
256	1800
257	1800
258	1800
259	1800
260	1800
261	1800
262	1800
263	1800
264	1800
265	1800
266	1800
267	1800
268	1800
269	1800
270	1800
271	1800
272	1800
273	1800
274	1800
275	1800
276	1800
277	1800
278	1800
279	1800
280	1800
281	1800
282	1800
283	1800
284	1800
285	1800
286	1800
287	1800
288	1800
289	1800
290	1800
291	1800
292	1800
293	1800
294	1800
295	1800
296	1800
297	1800
298	1800
299	1800
300	1800
301	1800
302	1800
303	1800
304	1800
305	1800
306	1800
307	1800
308	1800
309	1800
310	1800
311	1800
312	1800
313	1800
314	1800
315	1800
316	1800
317	1800
318	1800
319	1800
320	1800
321	1800
322	1800
323	1800
324	1800
325	1800
326	1800
327	1800
328	1800
329	1800
330	1800
331	1800
332	1800
333	1800
334	1800
335	1800
336	1800
337	1800
338	1800
339	1800
